POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,Transfer Type,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,QUANTITY,UNIT,RATE,SO ID,SO Creation Date,SO Due Date,U_DocStatus,NumAtCard,U_SOTYPE,BP CATEGORY,Document Type,Vehicle Type,Direct Dispatch,Comments,U_GRNNO,Loading/Unloading,Detention,KITITEM,U_AssetClass
03-05-2021,03-05-2021,03-05-2021,10006407,Cart Services Private Limited_ Appanaickenpatty,FMCG,South,RENTAL,Coimbatore,Tamil Nadu,KA02,Pallet Company India Bangalore-Hobli,10006407,Cart Services Private Limited_ Appanaickenpatty,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,286,Nos,1950,2020/10427,20-03-2021,02-04-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
06-05-2021,06-05-2021,06-05-2021,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1023,04-05-2021,05-05-2021,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,531,,,,Wooden Pallet
07-05-2021,07-05-2021,07-05-2021,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,200,Nos,1950,2021/1025,04-05-2021,05-05-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
07-05-2021,07-05-2021,07-05-2021,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10006453,Cart Services Private Limited_Bhiwandi_Saidham_G Whse_Unit 2,Allot,Pallet CompanyOUT,6,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,87,Nos,1950,2021/1023,04-05-2021,05-05-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
10-05-2021,10-05-2021,10-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,416,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,32ft MXL,Y,,586,0,,,Wooden Pallet
11-05-2021,11-05-2021,11-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,460,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,32ft MXL,Y,,597,0,,,Wooden Pallet
11-05-2021,11-05-2021,11-05-2021,10001629,Cart Services Pvt. Ltd. _ Bhiwandi _KDAntariksh Large Site,FMCG,West,RENTAL,Bhiwandi,Maharashtra,MH03,Pallet Company India Bhiwandi,10001629,Cart Services Pvt. Ltd. - Bhiwandi (KDAntariksh Large Site),Allot,Pallet CompanyOUT,6,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/819,27-04-2021,28-04-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,598,,,,Wooden Pallet
11-05-2021,11-05-2021,11-05-2021,10001319,Cart Services Pvt. Ltd. _ Ballabhagarh _Delhi Mathura Road,FMCG,North,RENTAL,Faridabad,Haryana,HY01,Pallet Company India Pataudi,10001319,Cart Services Pvt. Ltd. - Ballabhagarh (Delhi Mathura Road),Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1168,10-05-2021,12-05-2021,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,595,0,,,Wooden Pallet
11-05-2021,11-05-2021,11-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,599,0,,,Wooden Pallet
11-05-2021,11-05-2021,11-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,460,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,32ft MXL,Y,,600,0,,,Wooden Pallet
13-05-2021,13-05-2021,13-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,620,0,,,Wooden Pallet
13-05-2021,13-05-2021,13-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,630,0,,,Wooden Pallet
13-05-2021,13-05-2021,13-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,460,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,32ft MXL,Y,,624,0,,,Wooden Pallet
15-05-2021,15-05-2021,15-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,645,0,,,Wooden Pallet
15-05-2021,15-05-2021,15-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,651,0,,,Wooden Pallet
15-05-2021,15-05-2021,15-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,649,0,,,Wooden Pallet
16-05-2021,16-05-2021,16-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,468,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,656,0,,,Wooden Pallet
16-05-2021,16-05-2021,16-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,654,0,,,Wooden Pallet
18-05-2021,18-05-2021,18-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,687,0,,,Wooden Pallet
18-05-2021,18-05-2021,18-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,684,0,,,Wooden Pallet
19-05-2021,19-05-2021,19-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,492,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,697,0,,,Wooden Pallet
20-05-2021,20-05-2021,20-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,706,0,,,Wooden Pallet
20-05-2021,20-05-2021,20-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,707,0,,,Wooden Pallet
21-05-2021,21-05-2021,21-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,528,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,721,0,,,Wooden Pallet
21-05-2021,21-05-2021,21-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,492,Nos,1950,2021/893,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,717,0,,,Wooden Pallet
24-05-2021,24-05-2021,24-05-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/894,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,748,0,,,Wooden Pallet
27-05-2021,27-05-2021,27-05-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL01,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,817,,,,Wooden Pallet
28-05-2021,28-05-2021,28-05-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL01,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,847,,,,Wooden Pallet
31-05-2021,31-05-2021,31-05-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL01,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,N,,879,,,,Wooden Pallet
01-06-2021,01-06-2021,01-06-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/894,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,919,0,,,Wooden Pallet
01-06-2021,01-06-2021,01-06-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL01,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,480,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,930,,,,Wooden Pallet
04-06-2021,04-06-2021,04-06-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/894,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,972,0,,,Wooden Pallet
05-06-2021,05-06-2021,05-06-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/894,30-04-2021,02-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,983,0,,,Wooden Pallet
07-06-2021,07-06-2021,07-06-2021,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Pallet Company India Kanera,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,8,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/1298,17-05-2021,26-05-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,N,,,,,,Wooden Pallet
10-06-2021,10-06-2021,10-06-2021,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Pallet Company India Kanera,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/1298,17-05-2021,26-05-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1040,,,,Wooden Pallet
11-06-2021,11-06-2021,11-06-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL01,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1048,,,,Wooden Pallet
11-06-2021,11-06-2021,11-06-2021,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Pallet Company India Kanera,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/1298,17-05-2021,26-05-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1050,,,,Wooden Pallet
12-06-2021,12-06-2021,12-06-2021,10006537,Cart Services Private Limited_Ahmedabad_Bavla,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Pallet Company India Kanera,10006537,Cart Services Private Limited_Ahmedabad_Bavla,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000038,230,Nos,2890,2021/1298,17-05-2021,26-05-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1058,,,,Wooden Pallet
12-06-2021,12-06-2021,12-06-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL01,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1057,0,,,Wooden Pallet
16-06-2021,16-06-2021,16-06-2021,10006335,Cart Services Private Limited_Thiruvallur_Orakkadu,FMCG,South,RENTAL,Tiruvallur,Tamil Nadu,TN02,Pallet Company India Chennai,10006335,Cart Services Private Limited_Thiruvallur_Orakkadu,Allot,Pallet CompanyOUT,0,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1433,26-05-2021,27-05-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1081,0,,,Wooden Pallet
16-06-2021,16-06-2021,16-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,3000,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,20ft Vehicle,N,,,0,,,Wooden Pallet
16-06-2021,16-06-2021,16-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,3000,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,0,,,Wooden Pallet
16-06-2021,16-06-2021,16-06-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1076,,,,Wooden Pallet
16-06-2021,16-06-2021,16-06-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,400,Nos,2850,2021/1815,10-06-2021,11-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1084,0,,,Wooden Pallet
16-06-2021,16-06-2021,16-06-2021,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,FMCG,South,RENTAL,Hyderabad,Telangana,TL02,Pallet Company India Hyderabad,10006524,Cart Services Pvt. Ltd. _ Hyderabad _Pudur,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,486,Nos,1950,2021/1055,05-05-2021,14-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1080,,,,Wooden Pallet
17-06-2021,17-06-2021,17-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,1095,0,,,Wooden Pallet
17-06-2021,17-06-2021,17-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,1093,0,,,Wooden Pallet
17-06-2021,17-06-2021,17-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,1103,0,,,Wooden Pallet
17-06-2021,17-06-2021,17-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,32ft SXL,Y,,1092,0,,,Wooden Pallet
18-06-2021,18-06-2021,18-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,3500,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,20ft Vehicle,N,,,0,,,Wooden Pallet
18-06-2021,18-06-2021,18-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,1,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,19ft Vehicle,Y,,1106,0,,,Wooden Pallet
18-06-2021,18-06-2021,18-06-2021,10006516,Cart Services Private Limited_ Wadgaon,FMCG,West,RENTAL,Nagpur,Maharashtra,MH05,Pallet Company India Nagpur,10006516,Cart Services Private Limited_ Wadgaon,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000104,400,Nos,2850,2021/1815,10-06-2021,11-06-2021,C,,Rent,Ecommerce,Allot,40ft Open Trailer,Y,,1104,0,,,Wooden Pallet
18-06-2021,18-06-2021,18-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,UP03,Pallet Company India G.Noida New,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
18-06-2021,18-06-2021,18-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,UP03,Pallet Company India G.Noida New,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,0,0,,Wooden Pallet
19-06-2021,19-06-2021,19-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,UP03,Pallet Company India G.Noida New,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,15,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,300,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,32ft SXL,N,,,,,,Wooden Pallet
21-06-2021,21-06-2021,21-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,3500,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,200,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,20ft Part Load,N,,,0,,,Wooden Pallet
21-06-2021,21-06-2021,21-06-2021,10006334,Cart Services Private Limited_Rewari_Khijuri,FMCG,North,RENTAL,Rewari,Haryana,HY01,Pallet Company India Pataudi,10006334,Cart Services Private Limited_Rewari_Khijuri,Allot,Pallet CompanyOUT,3500,Pallet Company Transport borne by customer,Wooden Pallet,A010000023,150,Nos,1950,2021/1802,10-06-2021,26-06-2021,C,,Rent,Ecommerce,Allot,19ft Vehicle,N,,,0,,,Wooden Pallet
