POSTING DATE,EFFECTIVE DATE,CREATE DATE,TRANSFER IN EFFECTIVE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,Transfer Type,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,QUANTITY,UNIT,RATE,SO ID,SO Creation Date,SO Due Date,U_DocStatus,NumAtCard,U_SOTYPE,BP CATEGORY,Document Type,TRANSPORTER NAME,U_GRNNO,Loading/Unloading,Detention,U_AssetClass
28-12-2019,28-12-2019,28-12-2019,,10001182,Cart Services Pvt. Ltd. _ Hyderabad _Medchal,FMCG,South,RENTAL,Hyderabad,Telangana,10001182,Cart Services Pvt. Ltd. - Hyderabad (Medchal),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-150,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
28-12-2019,28-12-2019,28-12-2019,,10001459,Cart Services Pvt. Ltd. _ Malur,FMCG,South,RENTAL,Malur,Karnataka,10001459,Cart Services Pvt. Ltd. - Malur,KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,0,0,Wooden Pallet
28-12-2019,27-12-2019,28-12-2019,,10001725,Cart Services Pvt. Ltd. _ Bhiwandi _WH B6and B8,FMCG,West,RENTAL,Bhiwandi,Maharashtra,10001725,Cart Services Pvt. Ltd. - Bhiwandi (WH B6&B8),MH03,Pallet Company  India Bhiwandi,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-18,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,600,,Wooden Pallet
28-12-2019,28-12-2019,28-12-2019,,10001764,Cart Services Pvt. Ltd. _ Guwahati _Bee Kay Towers,FMCG,East,RENTAL,Guwahati,Assam,10001764,Cart Services Pvt. Ltd. - Guwahati (Bee Kay Towers),WB02,Pallet Company  India Siliguri,Return,Pallet Company IN,25000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-219,Nos,1500,,,,C,,,Ecommerce,Dehire Received,Shyam Logistics,,2000,,Wooden Pallet
28-12-2019,25-12-2019,28-12-2019,,10001182,Cart Services Pvt. Ltd. _ Hyderabad _Medchal,FMCG,South,RENTAL,Hyderabad,Telangana,10001182,Cart Services Pvt. Ltd. - Hyderabad (Medchal),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-148,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,,,Wooden Pallet
28-12-2019,27-12-2019,28-12-2019,,10001725,Cart Services Pvt. Ltd. _ Bhiwandi _WH B6and B8,FMCG,West,RENTAL,Bhiwandi,Maharashtra,10001725,Cart Services Pvt. Ltd. - Bhiwandi (WH B6&B8),MH03,Pallet Company  India Bhiwandi,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-133,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,600,,Wooden Pallet
28-12-2019,23-12-2019,28-12-2019,,10001182,Cart Services Pvt. Ltd. _ Hyderabad _Medchal,FMCG,South,RENTAL,Hyderabad,Telangana,10001182,Cart Services Pvt. Ltd. - Hyderabad (Medchal),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-124,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
28-12-2019,28-12-2019,28-12-2019,,10001764,Cart Services Pvt. Ltd. _ Guwahati _Bee Kay Towers,FMCG,East,RENTAL,Guwahati,Assam,10001764,Cart Services Pvt. Ltd. - Guwahati (Bee Kay Towers),WB02,Pallet Company  India Siliguri,Return,Pallet Company IN,25000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-23,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Shyam Logistics,,2000,,Wooden Pallet
28-12-2019,24-12-2019,28-12-2019,,10001182,Cart Services Pvt. Ltd. _ Hyderabad _Medchal,FMCG,South,RENTAL,Hyderabad,Telangana,10001182,Cart Services Pvt. Ltd. - Hyderabad (Medchal),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-174,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-160,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,11-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-54,Nos,1500,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,11-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-126,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001537,Cart Services Pvt. Ltd. _ Hyderabad _Medak 2180 Flex,FMCG,South,RENTAL,Hyderabad,Telangana,10001537,Cart Services Pvt. Ltd. - Hyderabad (Medak 2180 Flex),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,4500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-138,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001489,Cart Services Pvt. Ltd. _ Howrah _Uluberia_Calstar,FMCG,East,RENTAL,Kolkata,West Bengal,10001489,Cart Services Pvt. Ltd. - Howrah (Uluberia_Calstar),WB01,Pallet Company  India Kolkata,Return,Pallet Company IN,11000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-330,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,1320,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-170,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,11-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-52,Nos,1500,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,16-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,2400,Pallet Company  Transport borne by customer,Utility Box,A080000025,-204,Nos,325,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Utility Box
30-12-2019,30-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-48,Nos,1500,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,11-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-128,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-170,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,2400,Pallet Company  Transport borne by customer,Utility Box,A080000025,-183,Nos,325,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Utility Box
30-12-2019,11-12-2019,30-12-2019,,10001537,Cart Services Pvt. Ltd. _ Hyderabad _Medak 2180 Flex,FMCG,South,RENTAL,Hyderabad,Telangana,10001537,Cart Services Pvt. Ltd. - Hyderabad (Medak 2180 Flex),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,4500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-182,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-119,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,12-12-2019,30-12-2019,,10001537,Cart Services Pvt. Ltd. _ Hyderabad _Medak 2180 Flex,FMCG,South,RENTAL,Hyderabad,Telangana,10001537,Cart Services Pvt. Ltd. - Hyderabad (Medak 2180 Flex),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,4500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-210,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-61,Nos,1500,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
30-12-2019,30-12-2019,30-12-2019,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,3500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-108,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
31-12-2019,31-12-2019,31-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
31-12-2019,31-12-2019,31-12-2019,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-21,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
31-12-2019,31-12-2019,31-12-2019,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
31-12-2019,31-12-2019,31-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-200,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
31-12-2019,31-12-2019,31-12-2019,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-190,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
31-12-2019,31-12-2019,31-12-2019,,10001744,Cart Services Pvt. Ltd. _ Bangalore _Gopalpura Flex 2152,FMCG,South,RENTAL,Bangalore,Karnataka,10001744,Cart Services Pvt. Ltd. - Bangalore (Gopalpura Flex 2152),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-199,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,,Wooden Pallet
31-12-2019,31-12-2019,31-12-2019,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-169,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
02-01-2020,29-12-2019,02-01-2020,,10001489,Cart Services Pvt. Ltd. _ Howrah _Uluberia_Calstar,FMCG,East,RENTAL,Kolkata,West Bengal,10001489,Cart Services Pvt. Ltd. - Howrah (Uluberia_Calstar),WB01,Pallet Company  India Kolkata,Return,Pallet Company IN,8400,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-225,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,900,,Wooden Pallet
02-01-2020,29-12-2019,02-01-2020,,10001489,Cart Services Pvt. Ltd. _ Howrah _Uluberia_Calstar,FMCG,East,RENTAL,Kolkata,West Bengal,10001489,Cart Services Pvt. Ltd. - Howrah (Uluberia_Calstar),WB01,Pallet Company  India Kolkata,Return,Pallet Company IN,14000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-400,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,1600,,Wooden Pallet
02-01-2020,29-12-2019,02-01-2020,,10001489,Cart Services Pvt. Ltd. _ Howrah _Uluberia_Calstar,FMCG,East,RENTAL,Kolkata,West Bengal,10001489,Cart Services Pvt. Ltd. - Howrah (Uluberia_Calstar),WB01,Pallet Company  India Kolkata,Return,Pallet Company IN,14000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-400,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,1600,,Wooden Pallet
02-01-2020,29-12-2019,02-01-2020,,10001489,Cart Services Pvt. Ltd. _ Howrah _Uluberia_Calstar,FMCG,East,RENTAL,Kolkata,West Bengal,10001489,Cart Services Pvt. Ltd. - Howrah (Uluberia_Calstar),WB01,Pallet Company  India Kolkata,Return,Pallet Company IN,11000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-310,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,1240,,Wooden Pallet
02-01-2020,29-12-2019,02-01-2020,,10001489,Cart Services Pvt. Ltd. _ Howrah _Uluberia_Calstar,FMCG,East,RENTAL,Kolkata,West Bengal,10001489,Cart Services Pvt. Ltd. - Howrah (Uluberia_Calstar),WB01,Pallet Company  India Kolkata,Return,Pallet Company IN,11000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-330,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,1320,,Wooden Pallet
03-01-2020,03-01-2020,03-01-2020,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000003,-21,Nos,1500,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
03-01-2020,03-01-2020,03-01-2020,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
03-01-2020,30-12-2019,03-01-2020,,10001488,Cart Services Pvt. Ltd. _ Kolkata _Ma Ambe,FMCG,East,RENTAL,Kolkata,West Bengal,10001488,Cart Services Pvt. Ltd. - Kolkata (Ma Ambe),WB01,Pallet Company  India Kolkata,Return,Pallet Company IN,13000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-359,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,1436,,Wooden Pallet
03-01-2020,03-01-2020,03-01-2020,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
03-01-2020,03-01-2020,03-01-2020,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-179,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
04-01-2020,04-01-2020,04-01-2020,,10001548,Cart Services Pvt. Ltd. _ Bhiwandi _Antariksh Flex FC,FMCG,West,RENTAL,Bhiwandi,Maharashtra,10001548,Cart Services Pvt. Ltd. - Bhiwandi (Antariksh Flex FC),MH03,Pallet Company  India Bhiwandi,Return,Pallet Company IN,3000,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,,,Wooden Pallet
05-01-2020,05-01-2020,05-01-2020,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
05-01-2020,23-12-2019,05-01-2020,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,2500,Pallet Company  Transport borne by customer,Utility Box,A080000025,-2,Nos,325,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Utility Box
05-01-2020,05-01-2020,05-01-2020,,10002436,Cart Services Pvt. Ltd. _ Hosur _U2 BTS Large,FMCG,South,RENTAL,Hosur,Tamil Nadu,10002436,Cart Services Pvt. Ltd. - Hosur (U2 BTS Large),KA02,Pallet Company  India Bangalore-Hobli,Return,Pallet Company IN,6500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,LOGISTICS TECK LLP,,800,0,Wooden Pallet
05-01-2020,23-12-2019,05-01-2020,,10001543,Cart Services Pvt. Ltd. _ Hyderabad _Medchal Flex _ 2182 _ WH,FMCG,South,RENTAL,Hyderabad,Telangana,10001543,Cart Services Pvt. Ltd. - Hyderabad (Medchal Flex - 2182 - WH),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,2500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-26,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
05-01-2020,11-12-2019,05-01-2020,,10001537,Cart Services Pvt. Ltd. _ Hyderabad _Medak 2180 Flex,FMCG,South,RENTAL,Hyderabad,Telangana,10001537,Cart Services Pvt. Ltd. - Hyderabad (Medak 2180 Flex),TL01,Pallet Company  India Hyderabad,Return,Pallet Company IN,4500,Pallet Company  Transport borne by customer,Wooden Pallet,A010000023,-200,Nos,1950,,,,C,,,Ecommerce,Dehire Received,Sri Vaishnavi Enterprises,,0,,Wooden Pallet
